loyalty_id,passenger_id,tier_level,points_balance,status
TC-963652,d6a52944-408e-4f4b-af24-58970fcce65c,Tabua Club / Oneworld Ruby,324450,Active
TC-378727,adc45717-1f09-47fa-bb03-d44d3f29b3b6,Tabua Club / Oneworld Ruby,278359,Active
TC-142627,16c4b6d1-1f94-491a-b182-5ac7e00a355e,Elite (Tabua Plus / Oneworld Sapphire/Emerald),385984,Active
TC-173807,aa753dbd-f79f-4377-a0eb-798328c7b360,Tabua Club / Oneworld Ruby,438495,Active
TC-418667,ec36a762-7f6b-48f4-a457-6168d5d4c163,Tabua Club / Oneworld Ruby,41860,Active
TC-326387,b09eb0b4-2e05-4b33-ad28-8a426a503710,Elite (Tabua Plus / Oneworld Sapphire/Emerald),273359,Active
TC-201836,340802c4-d8d9-4336-b6ee-e382f26ee812,Tabua Club / Oneworld Ruby,54071,Active
TC-860397,d70b4360-ecce-4480-8ae7-55c86f3425eb,Tabua Club / Oneworld Ruby,122119,Active
TC-657487,8808a3bf-1ae8-4179-b975-3e42a8b60add,Tabua Club / Oneworld Ruby,203024,Active
TC-298663,e12f2a17-f29e-4311-a75d-74b14ea6d18f,Tabua Club / Oneworld Ruby,102250,Active
TC-651752,45e617ab-030d-41f7-8866-3e7379a6e14c,Elite (Tabua Plus / Oneworld Sapphire/Emerald),345392,Active
TC-360846,1fec48f0-592d-4332-93de-506e48545bca,Tabua Club / Oneworld Ruby,299858,Active
TC-755700,3efeecff-258a-4b17-9489-a3cf528b709a,Tabua Club / Oneworld Ruby,497764,Active
TC-287588,af496cf9-b563-4e82-b3b8-1186a09b6cdc,Tabua Club / Oneworld Ruby,293774,Active
TC-885587,1fec7589-eedb-4b26-9f2d-b412ce98dac3,Tabua Club / Oneworld Ruby,293626,Active
TC-535352,2729517c-2189-4470-8484-30f600409679,Tabua Club / Oneworld Ruby,392175,Active
TC-210639,ac5a784f-f002-434a-9c7c-d076f4646cb7,Tabua Club / Oneworld Ruby,402753,Active
TC-769646,295ae7d8-4bb1-4bcd-aaac-78aab8120556,Elite (Tabua Plus / Oneworld Sapphire/Emerald),303285,Active
TC-475351,093ab74a-cf48-4c45-9e68-a86849603c7d,Elite (Tabua Plus / Oneworld Sapphire/Emerald),354628,Active
TC-581003,eaff6f88-6c8e-43b8-a86e-76c002c302d2,Tabua Club / Oneworld Ruby,369338,Active
TC-797557,8751747c-4b58-4c4c-826c-2f089ed21531,Tabua Club / Oneworld Ruby,224910,Active
TC-209159,6bea0d1c-21e6-4ed6-94f7-18acdcfd30b3,Elite (Tabua Plus / Oneworld Sapphire/Emerald),88456,Active
TC-930956,75da37bf-74d8-46eb-b7b8-990bf69d4312,Elite (Tabua Plus / Oneworld Sapphire/Emerald),95579,Active
TC-676680,cde81f56-c9a2-4b95-a9f0-f965fad5e030,Tabua Club / Oneworld Ruby,211531,Active
TC-629208,4bc29969-5c10-44a3-b7d0-9e3457dd1e78,Elite (Tabua Plus / Oneworld Sapphire/Emerald),177953,Active
TC-789472,e0838248-663c-4341-a145-5ac90fb38c67,Tabua Club / Oneworld Ruby,83930,Active
TC-659835,b78b118e-875c-4b99-9aba-4b92735e3af9,Tabua Club / Oneworld Ruby,315528,Active
TC-564531,1642ca6f-cbba-415a-9305-e3ada2b4ecd9,Tabua Club / Oneworld Ruby,490433,Active
TC-469438,ae3dab69-2839-4d1e-9472-3e3bff8528e2,Tabua Club / Oneworld Ruby,474162,Active
TC-430463,31163d83-ff52-4461-a663-182268472b2d,Tabua Club / Oneworld Ruby,289401,Active
TC-440424,df72980b-bfe4-4dbf-8a13-c6b92114f592,Elite (Tabua Plus / Oneworld Sapphire/Emerald),443946,Active
TC-489776,efcc1846-0484-4641-bcd6-2f05e74df974,Tabua Club / Oneworld Ruby,217186,Active
TC-901305,20150da9-bfaa-4178-ae9d-27c8734fc605,Tabua Club / Oneworld Ruby,333000,Active
TC-551504,2a3fc949-823d-424c-b366-524bf81d64f5,Tabua Club / Oneworld Ruby,434143,Active
TC-861127,6f24c8f7-b7ea-4cc2-a494-555b2a01e144,Tabua Club / Oneworld Ruby,170581,Active
TC-737967,d7e66849-2253-4b64-a5c8-ecc5f6a79087,Tabua Club / Oneworld Ruby,127207,Active
TC-690500,7fb1b5d8-1b36-446b-9a13-c3fb2547c13c,Elite (Tabua Plus / Oneworld Sapphire/Emerald),287065,Active
TC-324319,6ba3abeb-add2-40ef-be79-69ac3965a86e,Tabua Club / Oneworld Ruby,197641,Active
TC-902903,5cb58185-ab58-420b-b937-5bd996470224,Tabua Club / Oneworld Ruby,289483,Active
TC-880746,207a7a8a-1155-4021-b92c-9289040800d4,Tabua Club / Oneworld Ruby,134215,Active
TC-477496,a83959c0-a070-4dcf-9cfc-3acf39df67f7,Tabua Club / Oneworld Ruby,238189,Active
TC-569237,4c9db6e2-7bb9-491e-b618-407ba97e357b,Elite (Tabua Plus / Oneworld Sapphire/Emerald),209189,Active
TC-100205,3896d120-5bba-4876-9913-c4af98366e97,Elite (Tabua Plus / Oneworld Sapphire/Emerald),381797,Active
TC-136346,43f7c846-7dd5-4958-bf2d-d0efd5e4630d,Tabua Club / Oneworld Ruby,150150,Active
TC-724702,75a6bc65-2f19-4318-b373-99ec8c712c7d,Elite (Tabua Plus / Oneworld Sapphire/Emerald),9547,Active
TC-642752,065a0988-000a-4feb-a3dd-c7e145ff5dae,Tabua Club / Oneworld Ruby,71823,Active
TC-416503,92304fa0-0085-4c0c-a161-74749eb658e4,Tabua Club / Oneworld Ruby,4443,Active
TC-414922,1ed66256-eb43-405e-8b57-d046db2e0cbe,Elite (Tabua Plus / Oneworld Sapphire/Emerald),117332,Active
TC-325258,6d2ebbbb-055d-4c3f-8a4c-add021efb954,Tabua Club / Oneworld Ruby,449643,Active
TC-430201,a8c34278-281b-4efe-bf68-47317dad8a6c,Tabua Club / Oneworld Ruby,12377,Active
TC-909000,4989c01f-48ca-463d-b183-d583731b9e0c,Tabua Club / Oneworld Ruby,431933,Active
TC-823222,813d6d1a-9de0-4ae5-aee5-fee2997b1bbd,Elite (Tabua Plus / Oneworld Sapphire/Emerald),432141,Active
TC-389362,3b4c1bd0-f04e-4b32-ac51-3564360cd40d,Tabua Club / Oneworld Ruby,482879,Active
TC-680557,eccc7b95-55a2-448b-b25c-f26cec68936f,Tabua Club / Oneworld Ruby,269053,Active
TC-683347,b41c4852-ad97-44f2-8d44-ce1a729a8554,Tabua Club / Oneworld Ruby,300194,Active
TC-699378,0b6caa2c-dcff-424c-9df2-ab494854fcd1,Tabua Club / Oneworld Ruby,82115,Active
TC-198867,77f2c347-4165-45d4-b1f6-4214bfcc417d,Elite (Tabua Plus / Oneworld Sapphire/Emerald),20784,Active
TC-582732,0ec83875-1bbf-4ae6-89d1-9b96c177b01d,Elite (Tabua Plus / Oneworld Sapphire/Emerald),187466,Active
TC-263690,2086438a-c2a4-4822-bcfb-0ef9772ea029,Tabua Club / Oneworld Ruby,73565,Active
TC-377860,506d4587-8b1c-46dc-bb4b-be15e41cf446,Elite (Tabua Plus / Oneworld Sapphire/Emerald),193457,Active
TC-710434,dff5772c-ecfa-4eeb-8d27-91706e348206,Tabua Club / Oneworld Ruby,131996,Active
TC-344312,f15f905e-7905-4f7a-87ed-71d5d89c98a7,Tabua Club / Oneworld Ruby,135345,Active
TC-950472,a4d9a86e-a819-4b34-b836-e287b0805dc5,Elite (Tabua Plus / Oneworld Sapphire/Emerald),158444,Active
TC-196369,e32e17d9-035f-4413-8c55-b1421c542d3e,Elite (Tabua Plus / Oneworld Sapphire/Emerald),300099,Active
TC-519218,198367ed-356f-484d-850d-db84bbeca856,Tabua Club / Oneworld Ruby,299353,Active
TC-327999,909f7dd4-fc8c-4cf4-9fa5-0d937c405258,Tabua Club / Oneworld Ruby,385966,Active
TC-180951,2808fb05-2180-4bb0-b704-829ef75fb388,Elite (Tabua Plus / Oneworld Sapphire/Emerald),380364,Active
TC-440464,7ff80e91-3bd2-47bd-9e68-fa6003a18d42,Tabua Club / Oneworld Ruby,416710,Active
TC-605972,d568433a-63c6-4593-98da-8e2db210bff6,Tabua Club / Oneworld Ruby,91650,Active
TC-611994,cef382ac-5ba2-4d66-8520-dfd39b1170cb,Tabua Club / Oneworld Ruby,433907,Active
TC-823092,dbd603fe-e5f2-4c7e-974f-68f16bd24b4a,Tabua Club / Oneworld Ruby,369494,Active
TC-704223,254bef5f-a5f8-4863-977f-54bf0db83ee0,Tabua Club / Oneworld Ruby,430662,Active
TC-199996,488511ab-0e4a-4780-977d-fb024c5826be,Elite (Tabua Plus / Oneworld Sapphire/Emerald),313072,Active
TC-773452,6874854b-33d5-4f92-922f-5d20aea23cd2,Tabua Club / Oneworld Ruby,158492,Active
TC-139186,59f7443f-3033-4cf5-b898-41c9339e598b,Tabua Club / Oneworld Ruby,384144,Active
TC-947607,3d4beaab-49dd-4df2-9262-981531e07038,Elite (Tabua Plus / Oneworld Sapphire/Emerald),303138,Active
TC-500080,e3db3e48-4504-46b5-92e9-945baf8bc4c6,Elite (Tabua Plus / Oneworld Sapphire/Emerald),42144,Active
TC-918017,5024d28b-ed3e-47b2-b162-00e6b8f2fb05,Elite (Tabua Plus / Oneworld Sapphire/Emerald),30319,Active
TC-908348,02eae70f-4e29-4e57-a414-dd282cbcca1f,Tabua Club / Oneworld Ruby,176316,Active
TC-464831,57868c44-d4db-49d2-bf07-7a604617994b,Tabua Club / Oneworld Ruby,462264,Active
TC-956835,f721e8db-7764-4eea-a64d-2ccebb925a7b,Tabua Club / Oneworld Ruby,228700,Active
TC-536754,e0a2b0be-2e52-4a7f-b276-f7a603a4fd3b,Elite (Tabua Plus / Oneworld Sapphire/Emerald),488716,Active
TC-226395,68c401ab-5fa7-43f3-8e5f-8179dd907e0f,Elite (Tabua Plus / Oneworld Sapphire/Emerald),457018,Active
TC-907812,56d25d14-6016-49ca-a71e-32b947e8e750,Elite (Tabua Plus / Oneworld Sapphire/Emerald),119865,Active
TC-883997,6d2720b1-f577-4d73-9539-c25dd519f35e,Tabua Club / Oneworld Ruby,343244,Active
TC-990742,19dd7edf-6d1a-4e44-8002-761f11a8ea50,Elite (Tabua Plus / Oneworld Sapphire/Emerald),316779,Active
TC-111989,2f7daa34-c307-45b1-a40a-3c575847943c,Tabua Club / Oneworld Ruby,333339,Active
TC-915182,9ab32b39-a24c-42c0-8459-3d7cff267648,Elite (Tabua Plus / Oneworld Sapphire/Emerald),332451,Active
TC-501066,1643cf0e-38da-49e7-8b18-03f57df0a1fa,Elite (Tabua Plus / Oneworld Sapphire/Emerald),29378,Active
TC-419588,991d5541-82ab-4796-bfcd-83d05f923223,Elite (Tabua Plus / Oneworld Sapphire/Emerald),275927,Active
TC-143182,7fd3a080-47c6-48d8-8bfb-da5b10bc3211,Elite (Tabua Plus / Oneworld Sapphire/Emerald),168413,Active
TC-666157,fddb4c4b-5f23-4495-976c-afa4550b2124,Tabua Club / Oneworld Ruby,297177,Active
TC-256846,c11f878a-c3c2-44ae-9307-212909bb6173,Tabua Club / Oneworld Ruby,172353,Active
TC-626806,ce5b0743-fc46-4248-a62f-3ff6a2ee9473,Tabua Club / Oneworld Ruby,366831,Active
TC-331522,12b555a8-243b-4c25-8539-6065d19cd643,Elite (Tabua Plus / Oneworld Sapphire/Emerald),81319,Active
TC-152973,35e4a316-5880-4e53-bcdb-95790d6becf9,Elite (Tabua Plus / Oneworld Sapphire/Emerald),354178,Active
TC-867115,8a1fd648-6f7c-4daa-a082-4b6e46bc4bea,Tabua Club / Oneworld Ruby,206983,Active
TC-567262,91a80907-38d7-4c5d-9d5f-fc6868263b39,Tabua Club / Oneworld Ruby,395705,Active
TC-724041,4a7c3f73-fe29-4c4b-bc43-da2965566ca1,Elite (Tabua Plus / Oneworld Sapphire/Emerald),302599,Active
TC-629247,e68d8d04-0632-4897-88f7-33f0a55b3c01,Elite (Tabua Plus / Oneworld Sapphire/Emerald),48229,Active
TC-332873,bb6e1e5d-e555-4517-82dd-bc71b1c78aad,Tabua Club / Oneworld Ruby,227458,Active
TC-403859,1c864fe2-6c7f-4cd1-be94-25e1192830a1,Tabua Club / Oneworld Ruby,413283,Active
TC-513477,aad7f942-61f6-483a-a840-2a3e0e12a611,Elite (Tabua Plus / Oneworld Sapphire/Emerald),78601,Active
TC-238610,95386235-f540-49e0-a43a-a047ba7c6c5b,Tabua Club / Oneworld Ruby,177248,Active
TC-186554,2ef3c5f5-6db7-4ef6-9ea0-02f149c087d1,Elite (Tabua Plus / Oneworld Sapphire/Emerald),250484,Active
TC-699198,3768e626-20b7-4cd2-a91c-a0b366ff5819,Tabua Club / Oneworld Ruby,391759,Active
TC-151706,f0d327de-12e4-4b2f-b758-7f64f1128d3d,Tabua Club / Oneworld Ruby,288389,Active
TC-518582,6c7a4f68-722e-4297-956e-bcda2dc9f197,Tabua Club / Oneworld Ruby,138655,Active
TC-189211,2ad01258-95ad-4704-956c-51495c960b12,Tabua Club / Oneworld Ruby,209942,Active
TC-626199,ebf00b59-6dc9-4ff6-beee-d607920da379,Tabua Club / Oneworld Ruby,228798,Active
TC-911414,600d7c71-a1c1-446d-84b0-64b563a04e43,Tabua Club / Oneworld Ruby,366885,Active
TC-236708,a9b31c4b-24bf-4bf7-9e1a-239621f31174,Elite (Tabua Plus / Oneworld Sapphire/Emerald),400524,Active
TC-241422,b3fd5782-5984-4079-b06e-c2d36c3dda7e,Elite (Tabua Plus / Oneworld Sapphire/Emerald),253141,Active
TC-686464,ec741e7b-fe1f-4495-9aaa-2325640080e7,Tabua Club / Oneworld Ruby,104865,Active
TC-611559,c641d526-abd2-4f91-b2e4-396969bf44b2,Elite (Tabua Plus / Oneworld Sapphire/Emerald),208260,Active
TC-783932,0315d530-e49b-456f-b845-00d84b170804,Elite (Tabua Plus / Oneworld Sapphire/Emerald),300541,Active
TC-305625,e84df2e3-5613-456e-b76a-d1ed8e74bf53,Tabua Club / Oneworld Ruby,295213,Active
TC-745919,0f723f30-619a-4ae0-abe1-7a37f296bca7,Tabua Club / Oneworld Ruby,386701,Active
TC-649713,9d1323c6-fddc-4a79-8d92-610a4abc5f3d,Elite (Tabua Plus / Oneworld Sapphire/Emerald),130103,Active
TC-354085,ebd8a7f9-a926-43d1-859b-62b9176eee6f,Elite (Tabua Plus / Oneworld Sapphire/Emerald),38562,Active
TC-379190,968420af-6df9-4dd3-babd-85f3258235df,Tabua Club / Oneworld Ruby,408252,Active
TC-550956,6e9d462b-8167-4f83-824d-158233c754b0,Tabua Club / Oneworld Ruby,170560,Active
TC-817999,a426208c-95d9-4dc2-aa34-aae123154121,Tabua Club / Oneworld Ruby,485514,Active
TC-703998,3c194baf-78bb-430c-9f39-9807b42d3519,Tabua Club / Oneworld Ruby,47973,Active
TC-217996,721c1693-792b-4a8f-bee1-0d3120027a70,Tabua Club / Oneworld Ruby,353189,Active
TC-533672,1c759623-7c7e-4729-9120-4caa363243b4,Tabua Club / Oneworld Ruby,223057,Active
TC-483010,6a960f80-db25-421b-b731-c7714ef98edd,Elite (Tabua Plus / Oneworld Sapphire/Emerald),183613,Active
TC-299742,a15e140c-8dc3-4977-b0be-c9ca471ea083,Tabua Club / Oneworld Ruby,169159,Active
TC-461260,51581937-799a-444b-895b-f8207e17d99e,Tabua Club / Oneworld Ruby,312362,Active
TC-787247,82e2af78-e735-48d3-afde-e5eb7144c698,Tabua Club / Oneworld Ruby,13691,Active
TC-907069,b583da56-552d-4f4d-9331-69140f3de227,Elite (Tabua Plus / Oneworld Sapphire/Emerald),160812,Active
TC-277477,991846f9-5d53-412e-9333-9e736c81f5ab,Tabua Club / Oneworld Ruby,184352,Active
TC-746154,e3955437-95f2-4617-be21-723a16052a1b,Tabua Club / Oneworld Ruby,431746,Active
TC-941792,4c4c7c05-1456-403d-942a-c6b58b5f6758,Tabua Club / Oneworld Ruby,232845,Active
TC-753453,65bd7a14-f37b-4e8f-ab46-688e39bf92f7,Tabua Club / Oneworld Ruby,77450,Active
TC-561859,df14a574-37dd-423e-9804-421782a430cd,Tabua Club / Oneworld Ruby,24528,Active
TC-957915,26de1480-24d9-4539-9c71-0ba2c172f5c7,Tabua Club / Oneworld Ruby,123415,Active
TC-309385,7e966ef4-c26b-471f-a319-3795e526f173,Tabua Club / Oneworld Ruby,360325,Active
TC-491979,0ddedc49-716e-4a28-884c-d4307887ccf9,Elite (Tabua Plus / Oneworld Sapphire/Emerald),82784,Active
TC-894541,34c10fb6-aa8e-4fa2-bc5e-0832c00d1350,Tabua Club / Oneworld Ruby,382936,Active
TC-994188,db0ae7a3-d2a3-4e80-90d8-a4efa1556db3,Elite (Tabua Plus / Oneworld Sapphire/Emerald),45991,Active
TC-217830,46b54afa-a49f-4b45-863f-532e3cccbdd9,Elite (Tabua Plus / Oneworld Sapphire/Emerald),388753,Active
TC-157187,5e3ffa6d-1c08-4ade-a422-e68ad16c404a,Elite (Tabua Plus / Oneworld Sapphire/Emerald),128427,Active
TC-751168,f43a1509-98a6-4ab4-bc7e-3a0a4fb902bd,Tabua Club / Oneworld Ruby,486873,Active
TC-254850,0b3d8d0f-5662-4716-a7ae-38d09b1953e0,Elite (Tabua Plus / Oneworld Sapphire/Emerald),456476,Active
TC-972881,2dbe330b-3ea3-44d0-804d-fbd3af67f3f7,Tabua Club / Oneworld Ruby,430986,Active
TC-401659,0e477aad-fc49-46de-a02f-c8fbb5fb6570,Elite (Tabua Plus / Oneworld Sapphire/Emerald),8200,Active
TC-459946,8c158f0f-2945-4494-9578-34580f246997,Elite (Tabua Plus / Oneworld Sapphire/Emerald),364748,Active
TC-943349,776dba32-e738-4b05-95e6-82a019979f26,Elite (Tabua Plus / Oneworld Sapphire/Emerald),59341,Active
TC-419939,5778dbf2-fc7d-4322-b17a-9b4419df7b3f,Tabua Club / Oneworld Ruby,236961,Active
TC-594078,c706d379-7a10-4049-b8f9-f82342961763,Elite (Tabua Plus / Oneworld Sapphire/Emerald),12926,Active
TC-447997,dd01ca3e-ea8a-4bf3-a2c1-a57fd8c8d4fb,Elite (Tabua Plus / Oneworld Sapphire/Emerald),110581,Active
TC-875959,d31778b2-76c6-46c7-8003-3f7e56fe5f5a,Elite (Tabua Plus / Oneworld Sapphire/Emerald),283069,Active
TC-322167,1c75b48a-63ea-4608-bc18-26e99d6fa6d7,Tabua Club / Oneworld Ruby,107850,Active
TC-672967,0511b121-75af-44ba-8908-64f357253176,Tabua Club / Oneworld Ruby,275342,Active
TC-886804,17dea9fb-1129-4519-934b-bdcb5bd3a0f9,Tabua Club / Oneworld Ruby,136611,Active
TC-675458,882f6069-6301-4c09-a66d-a8e372e62694,Tabua Club / Oneworld Ruby,254244,Active
TC-753306,ee4a1a1a-790c-43fc-978c-a0ae8a0645dd,Tabua Club / Oneworld Ruby,383690,Active
TC-248213,c0a0c57d-3f61-4839-b151-e9a50194f7e7,Elite (Tabua Plus / Oneworld Sapphire/Emerald),365417,Active
TC-832697,71d03704-2db2-4f1c-beb1-eae0bbe76a0d,Tabua Club / Oneworld Ruby,351361,Active
TC-119281,e6c0b0eb-b905-4275-abd1-dfb593ef09e2,Elite (Tabua Plus / Oneworld Sapphire/Emerald),198450,Active
TC-711324,2de2ccf6-c427-49d5-96b6-b75ea807b575,Tabua Club / Oneworld Ruby,476026,Active
TC-795759,809ff714-b920-4d8a-bfd6-7691d68467e7,Tabua Club / Oneworld Ruby,277194,Active
TC-145594,d95c2eae-f1c0-409e-89c3-e21e36cdb1b1,Elite (Tabua Plus / Oneworld Sapphire/Emerald),134932,Active
TC-278593,9c0149ef-8ed8-45d2-813b-28e22821c145,Tabua Club / Oneworld Ruby,32514,Active
TC-397809,e22bf329-89d0-409a-bb1e-392bba9f9e44,Tabua Club / Oneworld Ruby,106222,Active
TC-927524,0e22f9a7-d43f-4f33-947d-a7570ba3688e,Tabua Club / Oneworld Ruby,366180,Active
TC-747983,165c41f6-1d67-402b-ac8f-d9337b461789,Elite (Tabua Plus / Oneworld Sapphire/Emerald),143229,Active
TC-155663,f3ff3e3f-86a9-4fab-8999-f8d7d346dd0b,Elite (Tabua Plus / Oneworld Sapphire/Emerald),244773,Active
TC-786563,01ed1805-f414-4c2c-98c9-e97a6dcfccfa,Elite (Tabua Plus / Oneworld Sapphire/Emerald),496544,Active
TC-108739,157fda62-8f7b-413e-a8d8-8f4f41e0cf36,Tabua Club / Oneworld Ruby,35916,Active
TC-507523,6f1b6488-10a7-4977-8377-09fb20bcc098,Tabua Club / Oneworld Ruby,347225,Active
TC-384489,d8acff18-5f4a-4531-8c4f-e2c711de6045,Tabua Club / Oneworld Ruby,348593,Active
TC-993473,7d79582b-a460-4dc9-90c5-1a008045ac4c,Tabua Club / Oneworld Ruby,479606,Active
TC-792165,707479c2-4ec0-476c-9be3-fec417c9d63e,Tabua Club / Oneworld Ruby,189858,Active
TC-213132,ac123afa-a21d-48f3-8203-6e644a6d9ec9,Tabua Club / Oneworld Ruby,11002,Active
TC-406703,85375289-ab25-4e0e-8981-6ec9aac84e54,Elite (Tabua Plus / Oneworld Sapphire/Emerald),455772,Active
TC-780956,9d777695-c52f-442f-b99b-b344099d1059,Elite (Tabua Plus / Oneworld Sapphire/Emerald),203649,Active
TC-342397,02c8a955-9d8a-46c2-843c-c386cd6f18aa,Tabua Club / Oneworld Ruby,200597,Active
TC-633243,a84e18b8-4b03-4086-8bd0-20dbc95b940c,Tabua Club / Oneworld Ruby,373081,Active
TC-204442,6a77a454-0548-43a8-a72d-618072466912,Tabua Club / Oneworld Ruby,474889,Active
TC-430779,0dd69373-9e5f-4029-a5a8-9170ee638526,Elite (Tabua Plus / Oneworld Sapphire/Emerald),255102,Active
TC-726111,a3b13a57-2715-4ac7-8d5f-1f3dc38913dc,Tabua Club / Oneworld Ruby,279690,Active
TC-192296,0ceb5b52-f031-4468-9646-df68a2fbfeab,Tabua Club / Oneworld Ruby,98736,Active
TC-308535,a70c6709-0c78-40ad-bb43-2bd130d5175a,Tabua Club / Oneworld Ruby,263485,Active
TC-580233,8495dbb5-2aa0-4aee-93c0-e1cdebac957c,Tabua Club / Oneworld Ruby,294961,Active
TC-847078,4d192f7e-db78-4ae9-854a-bfb029f25fce,Elite (Tabua Plus / Oneworld Sapphire/Emerald),12266,Active
TC-141683,e6e3c701-6fa9-4b92-bc69-26e42a5783c7,Tabua Club / Oneworld Ruby,130704,Active
TC-655132,986e58b2-ffab-47e6-a2ff-d40f7e3caccf,Tabua Club / Oneworld Ruby,160869,Active
TC-449773,91848476-4e64-4200-87b6-a4cdf6d97a9a,Tabua Club / Oneworld Ruby,257865,Active
TC-512509,07cefc2f-d438-41e6-9a49-e353d344a869,Tabua Club / Oneworld Ruby,391275,Active
TC-264631,6d561d90-c112-4321-b5d1-a7ff9f0066bc,Tabua Club / Oneworld Ruby,10632,Active
TC-463625,58e14477-92fc-4f57-abb4-5ab7eae72d37,Elite (Tabua Plus / Oneworld Sapphire/Emerald),359776,Active
TC-469007,06bfc812-c6f7-4527-998b-dd7f243da044,Tabua Club / Oneworld Ruby,187320,Active
TC-755602,c0f4979e-76ba-4429-ad01-fbde08b2d8aa,Elite (Tabua Plus / Oneworld Sapphire/Emerald),159506,Active
TC-347678,f84e9f85-95c0-493c-93ea-4e58b7930862,Elite (Tabua Plus / Oneworld Sapphire/Emerald),263800,Active
TC-389279,f3730ded-c5e4-4c91-b164-3d1073ced4e5,Tabua Club / Oneworld Ruby,426665,Active
TC-165021,6a9f6bf7-2749-48d1-8f67-058d5f54b431,Elite (Tabua Plus / Oneworld Sapphire/Emerald),329095,Active
TC-370196,2d3e3d4e-5278-410c-9a6c-76e5a077c5a9,Tabua Club / Oneworld Ruby,461679,Active
TC-505977,9d1f5bc7-ae22-4242-8cd0-486abc0155be,Tabua Club / Oneworld Ruby,467827,Active
TC-954441,52190bb9-968e-4c9e-ac6e-c2a9e74b7958,Elite (Tabua Plus / Oneworld Sapphire/Emerald),16448,Active
TC-681896,5e473087-d477-4c68-9674-994b0a0f7951,Tabua Club / Oneworld Ruby,498610,Active
TC-393804,1aac2a49-7659-47be-ab18-a589612877ec,Tabua Club / Oneworld Ruby,119270,Active
TC-259077,d8a1bd0e-2885-4436-a78b-242ef96ff53c,Elite (Tabua Plus / Oneworld Sapphire/Emerald),180194,Active
TC-511929,3bebb077-e1ed-4b1c-8946-ac747d852185,Tabua Club / Oneworld Ruby,345421,Active
TC-243928,84480cd8-ce28-4fe3-ac34-70324db7ab41,Elite (Tabua Plus / Oneworld Sapphire/Emerald),47029,Active
TC-865344,807e4890-6c59-4e82-9eab-d4621c74e5a5,Tabua Club / Oneworld Ruby,201386,Active
TC-646012,685448b0-496f-45df-92d1-fa22037609bb,Elite (Tabua Plus / Oneworld Sapphire/Emerald),356464,Active
TC-742198,162f9d1c-16f3-4f17-acde-33f9ec21cabd,Tabua Club / Oneworld Ruby,458546,Active
TC-755910,0e6460f3-52e2-41f3-9e4a-711c551004dd,Tabua Club / Oneworld Ruby,360935,Active
TC-338475,fb98ba63-2bf8-410d-a821-f844ef8337e2,Elite (Tabua Plus / Oneworld Sapphire/Emerald),219802,Active
TC-352036,9858b6b2-2891-46bd-97b9-0662a7bbc79e,Elite (Tabua Plus / Oneworld Sapphire/Emerald),301363,Active
TC-260169,d0de5d1a-949f-4a67-856e-0886a37516f0,Tabua Club / Oneworld Ruby,224590,Active
TC-427557,d3a25e85-6fed-4fe7-a5d4-5e7b5127e5bd,Elite (Tabua Plus / Oneworld Sapphire/Emerald),477963,Active
TC-734775,1019a690-45f6-4184-906b-d35765e29991,Tabua Club / Oneworld Ruby,173640,Active
TC-570988,9fba3801-76ad-4922-8b76-350b51f85975,Tabua Club / Oneworld Ruby,285286,Active
TC-238173,c63782c7-bf9b-4bf9-8cb5-64b5d79843d8,Elite (Tabua Plus / Oneworld Sapphire/Emerald),109400,Active
TC-784167,974e6709-2270-4246-9c97-ee8d7dd23fa1,Tabua Club / Oneworld Ruby,73654,Active
TC-709254,05584a71-f659-473f-ab3b-99998a4f09e3,Tabua Club / Oneworld Ruby,284825,Active
TC-817276,033b3df5-dbc9-4963-96cf-1e329a72ef72,Elite (Tabua Plus / Oneworld Sapphire/Emerald),420485,Active
TC-312137,cdae0dc3-7647-4a74-a624-05ffce603059,Tabua Club / Oneworld Ruby,453244,Active
TC-244818,256c60b9-b25a-434c-b024-89c761ce9783,Tabua Club / Oneworld Ruby,163004,Active
TC-821978,6a055a55-a6d2-426e-a82c-5c2c24a0afa4,Tabua Club / Oneworld Ruby,370694,Active
TC-649249,ed8a5c4a-d2be-45fc-a5f0-9e963eb9aa62,Elite (Tabua Plus / Oneworld Sapphire/Emerald),477872,Active
TC-241822,151d9769-d9d4-4167-9536-c4ff9e1b7eb5,Tabua Club / Oneworld Ruby,226477,Active
TC-907455,c870c5eb-c89f-4f6d-b4ae-582a25432533,Tabua Club / Oneworld Ruby,77101,Active
TC-788108,21a1e0e5-f53a-47f3-b2c3-75fa90294d3d,Elite (Tabua Plus / Oneworld Sapphire/Emerald),490176,Active
TC-692282,31ee406d-a31b-4a73-b48f-5d1b89d368fe,Tabua Club / Oneworld Ruby,481830,Active
TC-265725,ec41c3a8-2759-4341-a228-4e95cbd2baf2,Tabua Club / Oneworld Ruby,167459,Active
TC-171108,581fbc1c-ef65-4641-afe2-c79706e4f700,Tabua Club / Oneworld Ruby,293206,Active
TC-658850,caeaf4c2-fec0-44da-b8e8-59394ddee6df,Tabua Club / Oneworld Ruby,498340,Active
TC-854388,472f4616-5564-4857-9d1f-e8f391ea3fea,Tabua Club / Oneworld Ruby,63069,Active
TC-293079,1ce47323-5fae-4cc2-b75f-063505777885,Elite (Tabua Plus / Oneworld Sapphire/Emerald),167512,Active
